0 1894660
1 1189856
2 1429446
3 1337516
4 1989906
5 1026299
6 1040363
7 1647400
8 1000985
8, 0, 0, -- 8, 0, 8, 0, 0, 20, 0.000000
8, 0, 0, -- 8, 0, 8, 0, 0, 21, 12.656970
8, 0, 0, -- 8, 0, 8, 0, 0, 22, 13.133370
8, 0, 0, -- 8, 0, 8, 0, 0, 23, 13.806730
8, 0, 0, -- 8, 0, 8, 0, 0, 24, 13.960680
8, 0, 0, -- 8, 0, 8, 0, 0, 25, 14.126280
8, 0, 0, -- 8, 0, 8, 0, 0, 26, 19.590790
8, 0, 0, -- 8, 0, 8, 0, 0, 27, 21.139330
8, 0, 0, -- 8, 0, 8, 0, 0, 28, 21.139330
8, 0, 0, -- 8, 0, 8, 0, 0, 29, 21.139330
8, 0, 0, -- 8, 0, 8, 0, 0, 30, 21.139330
7, 0, 1, -- 8, 0, 8, 0, 0, 31, 21.139330
6, 0, 1, -- 8, 1, 8, 0, 1, 32, 21.139330
6, 0, 0, -- 8, 2, 8, 0, 1, 33, 21.139330
6, 0, 0, -- 8, 2, 8, 0, 1, 34, 21.139330
5, 0, 1, -- 8, 2, 8, 0, 1, 35, 21.139330
5, 0, 0, -- 8, 3, 8, 0, 1, 36, 21.139330
5, 0, 0, -- 8, 3, 8, 0, 1, 37, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 38, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 39, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 40, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 41, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 42, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 43, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 44, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 45, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 46, 27.653061
5, 0, 0, -- 8, 3, 8, 0, 1, 47, 27.653061
4, 0, 1, -- 8, 3, 8, 0, 1, 48, 27.653061
4, 0, 0, -- 8, 4, 8, 0, 1, 49, 27.653061

Time: 0.125649
Result: 30, 4, 8, 4, 8, 0, 1, 49, 27.653061
