8, 8, 0, 8, 0, 0, 20, 0.000000
8, 8, 0, 8, 0, 0, 21, 12.656970
8, 8, 0, 8, 0, 0, 22, 13.133370
8, 8, 0, 8, 0, 0, 23, 13.806730
8, 8, 0, 8, 0, 0, 24, 13.960680
8, 8, 0, 8, 0, 0, 25, 14.126280
8, 8, 0, 8, 0, 0, 26, 14.126280
8, 8, 0, 8, 0, 0, 27, 14.126280
8, 8, 0, 8, 0, 0, 28, 14.126280
8, 8, 0, 8, 0, 0, 29, 14.126280
8, 8, 0, 8, 0, 0, 30, 14.167070
7, 8, 0, 8, 0, 0, 31, 14.167070
6, 8, 1, 8, 0, 1, 32, 14.167070
6, 8, 2, 8, 0, 1, 33, 14.167070
6, 8, 2, 8, 0, 1, 34, 14.167070
4, 8, 2, 8, 0, 1, 35, 14.167070
4, 8, 4, 8, 0, 2, 36, 14.167070
4, 8, 4, 8, 0, 2, 37, 14.167070
2, 8, 4, 8, 0, 2, 38, 14.167070
2, 8, 6, 8, 0, 2, 39, 14.167070
2, 8, 6, 8, 0, 2, 40, 14.167070
2, 8, 6, 8, 0, 2, 41, 14.167070
2, 8, 6, 8, 0, 2, 42, 14.167070
2, 8, 6, 8, 0, 2, 43, 14.167070
2, 8, 6, 8, 0, 2, 44, 14.167070
2, 8, 6, 8, 0, 2, 45, 14.167070
2, 8, 6, 8, 0, 2, 46, 14.167070
2, 8, 6, 8, 0, 2, 47, 14.167070
2, 8, 6, 8, 0, 2, 48, 14.167070
2, 8, 6, 8, 0, 2, 49, 14.167070
2, 8, 6, 8, 0, 2, 50, 14.167070
2, 8, 6, 8, 0, 2, 51, 14.167070
2, 8, 6, 8, 0, 2, 52, 14.167070
2, 8, 6, 8, 0, 2, 53, 14.167070
2, 8, 6, 8, 0, 2, 54, 14.167070
2, 8, 6, 8, 0, 2, 55, 14.167070
2, 8, 6, 8, 0, 2, 56, 14.167070
2, 8, 6, 8, 0, 2, 57, 14.167070
1, 8, 6, 8, 0, 2, 58, 14.167070
1, 8, 7, 8, 0, 2, 59, 14.167070
1, 8, 7, 8, 0, 2, 60, 14.167070
1, 8, 7, 8, 0, 2, 61, 14.167070
1, 8, 7, 8, 0, 2, 62, 14.167070
1, 8, 7, 8, 0, 2, 63, 14.167070
1, 8, 7, 8, 0, 2, 64, 14.167070
1, 8, 7, 8, 0, 2, 65, 14.234760
1, 8, 7, 8, 0, 2, 66, 14.234760
1, 8, 7, 8, 0, 2, 67, 14.234760
1, 8, 7, 8, 0, 2, 68, 14.234760
1, 8, 7, 8, 0, 2, 69, 14.234760
1, 8, 7, 8, 0, 2, 70, 14.234760
1, 8, 7, 8, 0, 2, 71, 14.234760
1, 8, 7, 8, 0, 2, 72, 14.234760
1, 8, 7, 8, 0, 2, 73, 14.234760
1, 8, 7, 8, 0, 2, 74, 14.234760
0, 8, 7, 8, 0, 2, 75, 14.234760

Time: 1.583899
Result: 56, 0, 8, 8, 8, 0, 2, 75, 14.234760
