52,100c52,300
< 7, 1, 0, -- 11, 4, 8, 1, 1, 71, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 71, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 71, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 71, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 71, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 71, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 71, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 71, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 72, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 73, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 74, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 75, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 76, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 77, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 78, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 79, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 80, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 81, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 82, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 83, 27.653061
< 7, 0, 0, -- 11, 4, 8, 1, 1, 84, 27.653061
< 6, 0, 1, -- 11, 4, 8, 1, 1, 85, 27.653061
< 6, 0, 0, -- 11, 5, 8, 1, 1, 86, 27.653061
< 5, 0, 1, -- 11, 5, 8, 1, 1, 87, 27.653061
< 4, 0, 1, -- 11, 6, 8, 1, 1, 88, 27.653061
< 4, 0, 0, -- 11, 7, 8, 1, 1, 89, 27.653061
< 4, 0, 0, -- 11, 7, 8, 1, 1, 90, 27.653061
< 4, 0, 0, -- 11, 7, 8, 1, 1, 91, 27.653061
< 5, 1, 0, -- 12, 7, 8, 1, 1, 92, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 93, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 94, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 95, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 96, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 97, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 98, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 99, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 100, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 101, 27.653061
< 5, 0, 0, -- 12, 7, 8, 1, 1, 102, 32.703819
< 5, 0, 0, -- 12, 7, 8, 1, 1, 103, 32.703819
< 5, 0, 0, -- 12, 7, 8, 1, 1, 104, 32.703819
< 5, 0, 0, -- 12, 7, 8, 1, 1, 105, 32.703819
< 5, 0, 0, -- 12, 7, 8, 1, 1, 106, 32.703819
< 4, 0, 1, -- 12, 7, 8, 1, 1, 107, 32.703819
< 4, 0, 0, -- 12, 8, 8, 1, 1, 108, 32.703819
< 4, 0, 0, -- 12, 8, 8, 1, 1, 109, 32.703819
< 4, 0, 0, -- 12, 8, 8, 1, 1, 110, 32.703819
< 4, 0, 0, -- 12, 8, 8, 1, 1, 111, 32.703819
< 4, 0, 0, -- 12, 8, 8, 1, 1, 112, 32.703819
---
> 6, 0, 0, -- 10, 4, 8, 1, 1, 71, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 72, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 73, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 74, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 75, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 76, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 77, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 78, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 79, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 80, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 81, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 82, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 83, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 84, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 85, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 86, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 87, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 88, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 89, 27.653061
> 6, 0, 0, -- 10, 4, 8, 1, 1, 90, 27.653061
> 7, 1, 0, -- 11, 4, 8, 1, 1, 91, 27.653061
> 6, 0, 1, -- 11, 4, 8, 1, 1, 92, 27.653061
> 6, 0, 0, -- 11, 5, 8, 1, 1, 93, 27.653061
> 6, 0, 0, -- 11, 5, 8, 1, 1, 94, 27.653061
> 6, 0, 0, -- 11, 5, 8, 1, 1, 95, 27.653061
> 6, 0, 0, -- 11, 5, 8, 1, 1, 96, 27.653061
> 6, 0, 0, -- 11, 5, 8, 1, 1, 97, 27.653061
> 6, 0, 0, -- 11, 5, 8, 1, 1, 98, 27.653061
> 8, 2, 0, -- 13, 5, 8, 1, 1, 99, 27.653061
> 8, 0, 0, -- 13, 5, 8, 2, 1, 99, 27.653061
> 9, 1, 0, -- 14, 5, 8, 2, 1, 99, 27.653061
> 9, 0, 0, -- 14, 5, 9, 2, 1, 99, 27.653061
> 9, 0, 0, -- 14, 5, 9, 2, 1, 99, 27.653061
> 9, 0, 0, -- 14, 5, 9, 2, 1, 99, 27.653061
> 9, 0, 0, -- 14, 5, 9, 2, 1, 99, 27.653061
> 9, 0, 0, -- 14, 5, 9, 2, 1, 99, 27.653061
> 9, 0, 0, -- 14, 5, 9, 2, 1, 100, 27.653061
> 9, 0, 0, -- 14, 5, 9, 2, 1, 101, 27.653061
> 9, 0, 0, -- 14, 5, 9, 2, 1, 102, 32.703819
> 9, 0, 0, -- 14, 5, 9, 2, 1, 103, 32.703819
> 9, 0, 0, -- 14, 5, 9, 2, 1, 104, 32.703819
> 9, 0, 0, -- 14, 5, 9, 2, 1, 105, 32.703819
> 9, 0, 0, -- 14, 5, 9, 2, 1, 106, 32.703819
> 9, 0, 0, -- 14, 5, 9, 2, 1, 107, 32.703819
> 9, 0, 0, -- 14, 5, 9, 2, 1, 108, 32.703819
> 8, 0, 1, -- 14, 5, 9, 2, 1, 109, 32.703819
> 8, 0, 0, -- 14, 6, 9, 2, 1, 110, 32.703819
> 8, 0, 0, -- 14, 6, 9, 2, 1, 111, 32.703819
> 8, 0, 0, -- 14, 6, 9, 2, 1, 112, 32.703819
> 8, 0, 0, -- 14, 6, 9, 2, 1, 113, 32.703819
> 10, 2, 0, -- 16, 6, 9, 2, 1, 114, 32.703819
> 10, 0, 0, -- 16, 6, 10, 2, 1, 115, 32.703819
> 10, 0, 0, -- 16, 6, 10, 2, 1, 116, 32.703819
> 10, 0, 0, -- 16, 6, 10, 2, 1, 117, 32.703819
> 10, 0, 0, -- 16, 6, 10, 2, 1, 118, 32.703819
> 10, 0, 0, -- 16, 6, 10, 2, 1, 119, 32.703819
> 10, 0, 0, -- 16, 6, 10, 2, 1, 120, 32.703819
> 11, 1, 0, -- 17, 6, 10, 2, 1, 121, 32.703819
> 11, 0, 0, -- 17, 6, 11, 2, 1, 122, 32.703819
> 11, 0, 0, -- 17, 6, 11, 2, 1, 123, 32.703819
> 13, 2, 0, -- 19, 6, 11, 2, 1, 124, 32.703819
> 12, 0, 1, -- 19, 6, 13, 2, 1, 124, 32.703819
> 12, 0, 0, -- 19, 7, 13, 2, 1, 124, 32.703819
> 12, 0, 0, -- 19, 7, 13, 2, 1, 124, 32.703819
> 12, 0, 0, -- 19, 7, 13, 2, 1, 124, 32.703819
> 12, 0, 0, -- 19, 7, 13, 2, 1, 124, 32.703819
> 12, 0, 0, -- 19, 7, 13, 2, 1, 124, 32.703819
> 12, 0, 0, -- 19, 7, 13, 2, 1, 124, 32.703819
> 13, 1, 0, -- 20, 7, 13, 2, 1, 124, 32.703819
> 13, 0, 0, -- 20, 7, 13, 2, 1, 124, 32.703819
> 13, 0, 0, -- 20, 7, 13, 2, 1, 124, 32.703819
> 12, 0, 1, -- 20, 7, 13, 2, 1, 124, 32.703819
> 11, 0, 1, -- 20, 8, 13, 2, 1, 124, 32.703819
> 11, 0, 0, -- 20, 9, 13, 2, 1, 124, 32.703819
> 11, 0, 0, -- 20, 9, 13, 2, 1, 124, 32.703819
> 11, 0, 0, -- 20, 9, 13, 2, 1, 124, 32.703819
> 11, 0, 0, -- 20, 9, 13, 2, 1, 124, 32.703819
> 11, 0, 0, -- 20, 9, 13, 2, 1, 124, 32.703819
> 11, 0, 0, -- 20, 9, 13, 2, 1, 124, 32.703819
> 10, 0, 1, -- 20, 9, 13, 2, 1, 124, 32.703819
> 12, 2, 0, -- 22, 10, 13, 2, 1, 124, 32.703819
> 12, 0, 0, -- 22, 10, 13, 2, 1, 124, 32.703819
> 12, 0, 0, -- 22, 10, 13, 2, 1, 124, 32.703819
> 11, 0, 1, -- 22, 10, 13, 2, 1, 124, 32.703819
> 11, 0, 0, -- 22, 11, 13, 2, 1, 124, 32.703819
> 10, 0, 1, -- 22, 11, 13, 2, 1, 124, 32.703819
> 10, 0, 0, -- 22, 12, 13, 2, 1, 124, 32.703819
> 10, 0, 0, -- 22, 12, 13, 2, 1, 124, 32.703819
> 9, 0, 1, -- 22, 12, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 22, 13, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 22, 13, 13, 2, 1, 124, 32.703819
> 8, 0, 1, -- 22, 13, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 22, 14, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 22, 14, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 22, 14, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 22, 14, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 22, 14, 13, 2, 1, 124, 32.703819
> 7, 0, 1, -- 22, 14, 13, 2, 1, 124, 32.703819
> 7, 0, 0, -- 22, 15, 13, 2, 1, 124, 32.703819
> 6, 0, 1, -- 22, 15, 13, 2, 1, 124, 32.703819
> 6, 0, 0, -- 22, 16, 13, 2, 1, 124, 32.703819
> 6, 0, 0, -- 22, 16, 13, 2, 1, 124, 32.703819
> 6, 0, 0, -- 22, 16, 13, 2, 1, 124, 32.703819
> 6, 0, 0, -- 22, 16, 13, 2, 1, 124, 32.703819
> 6, 0, 0, -- 22, 16, 13, 2, 1, 124, 32.703819
> 6, 0, 0, -- 22, 16, 13, 2, 1, 124, 32.703819
> 7, 1, 0, -- 23, 16, 13, 2, 1, 124, 32.703819
> 7, 0, 0, -- 23, 16, 13, 2, 1, 124, 32.703819
> 7, 0, 0, -- 23, 16, 13, 2, 1, 124, 32.703819
> 7, 0, 0, -- 23, 16, 13, 2, 1, 124, 32.703819
> 9, 2, 0, -- 25, 16, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 25, 16, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 25, 16, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 25, 16, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 25, 16, 13, 2, 1, 124, 32.703819
> 10, 1, 0, -- 26, 16, 13, 2, 1, 124, 32.703819
> 10, 0, 0, -- 26, 16, 13, 2, 1, 124, 32.703819
> 10, 0, 0, -- 26, 16, 13, 2, 1, 124, 32.703819
> 10, 0, 0, -- 26, 16, 13, 2, 1, 124, 32.703819
> 10, 0, 0, -- 26, 16, 13, 2, 1, 124, 32.703819
> 10, 0, 0, -- 26, 16, 13, 2, 1, 124, 32.703819
> 9, 0, 1, -- 26, 16, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 26, 17, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 26, 17, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 26, 17, 13, 2, 1, 124, 32.703819
> 10, 1, 0, -- 27, 17, 13, 2, 1, 124, 32.703819
> 10, 0, 0, -- 27, 17, 13, 2, 1, 124, 32.703819
> 9, 0, 1, -- 27, 17, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 27, 18, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 27, 18, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 27, 18, 13, 2, 1, 124, 32.703819
> 8, 0, 1, -- 27, 18, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 27, 19, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 27, 19, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 27, 19, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 27, 19, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 27, 19, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 27, 19, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 27, 19, 13, 2, 1, 124, 32.703819
> 8, 0, 0, -- 27, 19, 13, 2, 1, 124, 32.703819
> 9, 1, 0, -- 28, 19, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 28, 19, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 28, 19, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 28, 19, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 28, 19, 13, 2, 1, 124, 32.703819
> 9, 1, 1, -- 29, 19, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 9, 0, 0, -- 29, 20, 13, 2, 1, 124, 32.703819
> 7, 0, 2, -- 29, 20, 13, 2, 1, 124, 32.703819
> 7, 0, 0, -- 29, 22, 13, 2, 2, 124, 32.703819
> 7, 0, 0, -- 29, 22, 13, 2, 2, 124, 32.703819
> 7, 0, 0, -- 29, 22, 13, 2, 2, 124, 32.703819
> 7, 0, 0, -- 29, 22, 13, 2, 2, 124, 32.703819
> 6, 0, 1, -- 29, 22, 13, 2, 2, 124, 32.703819
> 6, 0, 0, -- 29, 23, 13, 2, 2, 124, 32.703819
> 6, 0, 0, -- 29, 23, 13, 2, 2, 124, 32.703819
> 6, 0, 0, -- 29, 23, 13, 2, 2, 124, 32.703819
> 6, 0, 0, -- 29, 23, 13, 2, 2, 124, 32.703819
> 6, 0, 0, -- 29, 23, 13, 2, 2, 124, 32.703819
> 6, 0, 0, -- 29, 23, 13, 2, 2, 124, 32.703819
> 5, 0, 1, -- 29, 23, 13, 2, 2, 124, 32.703819
> 5, 0, 0, -- 29, 24, 13, 2, 2, 124, 32.703819
