8, 0, 0 -- 8, 0, 8, 0, 0, 20, 0.000000
8, 0, 0 -- 8, 0, 8, 0, 0, 21, 12.656970
8, 0, 0 -- 8, 0, 8, 0, 0, 22, 13.133370
8, 0, 0 -- 8, 0, 8, 0, 0, 23, 13.806730
8, 0, 0 -- 8, 0, 8, 0, 0, 24, 13.960680
8, 0, 0 -- 8, 0, 8, 0, 0, 25, 14.126280
8, 0, 0 -- 8, 0, 8, 0, 0, 26, 19.590790
8, 0, 0 -- 8, 0, 8, 0, 0, 27, 21.139330
8, 0, 0 -- 8, 0, 8, 0, 0, 28, 21.139330
8, 0, 0 -- 8, 0, 8, 0, 0, 29, 21.139330
8, 0, 0 -- 8, 0, 8, 0, 0, 30, 21.139330
7, 0, 1 -- 8, 0, 8, 0, 0, 31, 21.139330
6, 0, 1 -- 8, 1, 8, 0, 1, 32, 21.139330
6, 0, 0 -- 8, 2, 8, 0, 1, 33, 21.139330
6, 0, 0 -- 8, 2, 8, 0, 1, 34, 21.139330
5, 0, 1 -- 8, 2, 8, 0, 1, 35, 21.139330
5, 0, 0 -- 8, 3, 8, 0, 1, 36, 21.139330
5, 0, 0 -- 8, 3, 8, 0, 1, 37, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 38, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 39, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 40, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 41, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 42, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 43, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 44, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 45, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 46, 27.653061
5, 0, 0 -- 8, 3, 8, 0, 1, 47, 27.653061
4, 0, 1 -- 8, 3, 8, 0, 1, 48, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 49, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 50, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 51, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 52, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 53, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 54, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 55, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 56, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 57, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 58, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 59, 27.653061
4, 0, 0 -- 8, 4, 8, 0, 1, 60, 27.653061
5, 1, 0 -- 9, 4, 8, 0, 1, 61, 27.653061
5, 0, 0 -- 9, 4, 8, 1, 1, 62, 27.653061
5, 0, 0 -- 9, 4, 8, 1, 1, 63, 27.653061
5, 0, 0 -- 9, 4, 8, 1, 1, 64, 27.653061
5, 0, 0 -- 9, 4, 8, 1, 1, 65, 27.653061
5, 0, 0 -- 9, 4, 8, 1, 1, 66, 27.653061
5, 0, 0 -- 9, 4, 8, 1, 1, 67, 27.653061
5, 0, 0 -- 9, 4, 8, 1, 1, 68, 27.653061
6, 1, 0 -- 10, 4, 8, 1, 1, 69, 27.653061
6, 0, 0 -- 10, 4, 8, 1, 1, 70, 27.653061
7, 1, 0 -- 11, 4, 8, 1, 1, 71, 27.653061
7, 0, 0 -- 11, 4, 8, 1, 1, 71, 27.653061
7, 0, 0 -- 11, 4, 8, 1, 1, 71, 27.653061
7, 0, 0 -- 11, 4, 8, 1, 1, 71, 27.653061
7, 0, 0 -- 11, 4, 8, 1, 1, 71, 27.653061
7, 0, 0 -- 11, 4, 8, 1, 1, 71, 27.653061
7, 0, 0 -- 11, 4, 8, 1, 1, 71, 27.653061
7, 0, 0 -- 11, 4, 8, 1, 1, 71, 27.653061
7, 0, 0 -- 11, 4, 8, 1, 1, 72, 27.653061

Time: 0.000119
Result: 60, 7, 11, 4, 8, 1, 1, 72, 27.653061
