0 1624356
1 1611902
2 1240837
3 1610810
4 1292504
5 1349544
6 1185414
7 1282987
8, 0, 0, -- 8, 0, 8, 0, 0, 19, 0.000000
8, 0, 0, -- 8, 0, 8, 0, 0, 20, 12.015310
8, 0, 0, -- 8, 0, 8, 0, 0, 21, 13.327960
8, 0, 0, -- 8, 0, 8, 0, 0, 22, 13.399850
8, 0, 0, -- 8, 0, 8, 0, 0, 23, 13.992810
8, 0, 0, -- 8, 0, 8, 0, 0, 24, 14.093280
8, 0, 0, -- 8, 0, 8, 0, 0, 25, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 26, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 27, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 28, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 29, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 30, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 31, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 32, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 33, 16.671249
8, 0, 0, -- 8, 0, 8, 0, 0, 34, 16.671249
7, 0, 1, -- 8, 0, 8, 0, 0, 35, 16.671249
5, 0, 2, -- 8, 1, 8, 0, 1, 36, 20.822960
5, 0, 0, -- 8, 3, 8, 0, 2, 37, 20.822960
4, 0, 1, -- 8, 3, 8, 0, 2, 38, 20.822960
4, 0, 0, -- 8, 4, 8, 0, 2, 39, 20.822960
4, 0, 0, -- 8, 4, 8, 0, 2, 40, 20.822960
3, 0, 1, -- 8, 4, 8, 0, 2, 41, 20.822960
3, 0, 0, -- 8, 5, 8, 0, 2, 42, 20.822960
3, 0, 0, -- 8, 5, 8, 0, 2, 43, 20.822960
3, 0, 0, -- 8, 5, 8, 0, 2, 44, 20.822960
3, 0, 0, -- 8, 5, 8, 0, 2, 45, 20.822960
3, 1, 1, -- 9, 5, 8, 0, 2, 46, 20.822960
3, 0, 0, -- 9, 6, 8, 1, 2, 47, 20.822960
3, 0, 0, -- 9, 6, 8, 1, 2, 48, 20.822960

Time: 0.000067
Result: 30, 3, 9, 6, 8, 1, 2, 48, 20.822960
